date,5. volume,4. close,2. high,1. open,3. low
2018-02-07 09:30:00,699580.0,163.04,163.4,163.085,163.0
2018-02-07 09:45:00,3648565.0,161.59,163.3,163.05,161.11
2018-02-07 10:00:00,2573930.0,161.95,162.17,161.59,161.16
2018-02-07 10:15:00,2078705.0,162.21,162.62,161.94,161.56
2018-02-07 10:30:00,1701467.0,161.75,162.45,162.2088,161.6
2018-02-07 10:45:00,1191912.0,161.68,161.91,161.7236,161.35
2018-02-07 11:00:00,1308270.0,162.04,162.46,161.67,161.61
2018-02-07 11:15:00,1141821.0,162.3,162.39,162.04,161.81
2018-02-07 11:30:00,1165892.0,161.59,162.3501,162.3,161.55
2018-02-07 11:45:00,1393952.0,161.96,162.0,161.58,161.28
2018-02-07 12:00:00,1318249.0,161.6999,162.03,161.95,161.27
2018-02-07 12:15:00,892133.0,161.61,161.82,161.698,161.49
2018-02-07 12:30:00,961988.0,161.44,161.64,161.62,161.13
2018-02-07 12:45:00,1451572.0,161.0056,161.5,161.44,160.7
2018-02-07 13:00:00,1617106.0,160.5169,161.12,161.0,160.11
2018-02-07 13:15:00,2060143.0,159.55,160.83,160.51,159.45
2018-02-07 13:30:00,1853553.0,160.52,160.8,159.575,159.0685
2018-02-07 13:45:00,1319252.0,161.22,161.39,160.52,160.3401
2018-02-07 14:00:00,1055030.0,161.17,161.22,161.2,160.76
2018-02-07 14:15:00,1035403.0,161.11,161.17,161.17,160.4
2018-02-07 14:30:00,868411.0,161.3551,161.42,161.11,160.98
2018-02-07 14:45:00,1167369.0,160.83,161.39,161.3576,160.8
2018-02-07 15:00:00,1474269.0,160.465,160.89,160.84,159.8311
2018-02-07 15:15:00,1148130.0,161.22,161.3,160.46,160.25
2018-02-07 15:30:00,1099006.0,161.04,161.28,161.22,160.74
2018-02-07 15:45:00,1233010.0,160.649,161.27,161.045,160.6
2018-02-07 16:00:00,5485732.0,159.54,160.67,160.65,159.5
2018-02-08 09:30:00,502741.0,160.26,160.44,160.29,160.2
2018-02-08 09:45:00,2286554.0,159.75,160.79,160.36,159.63
2018-02-08 10:00:00,1836150.0,160.1414,160.73,159.74,159.71
2018-02-08 10:15:00,1508797.0,160.25,160.54,160.14,159.7
2018-02-08 10:30:00,1590503.0,159.8225,160.89,160.26,159.72
2018-02-08 10:45:00,1499344.0,160.22,160.52,159.83,159.76
2018-02-08 11:00:00,1716624.0,160.05,160.31,160.2,159.57
2018-02-08 11:15:00,1513599.0,160.029,160.5,160.05,159.94
2018-02-08 11:30:00,1995128.0,159.7,160.23,160.03,159.48
2018-02-08 11:45:00,1828937.0,159.96,160.29,159.7,159.54
2018-02-08 12:00:00,1671445.0,160.41,161.0,159.95,159.82
2018-02-08 12:15:00,1275324.0,159.9599,160.55,160.41,159.76
2018-02-08 12:30:00,1675162.0,159.4,160.03,159.97,158.91
2018-02-08 12:45:00,1382418.0,159.51,160.0,159.41,159.06
2018-02-08 13:00:00,2197675.0,158.708,159.61,159.49,157.86
2018-02-08 13:15:00,1528841.0,158.989,159.4392,158.7,158.42
2018-02-08 13:30:00,1555006.0,158.69,159.92,158.99,158.67
2018-02-08 13:45:00,1038324.0,159.89,159.99,158.71,158.57
2018-02-08 14:00:00,1212050.0,159.8,160.27,159.93,159.48
2018-02-08 14:15:00,836940.0,159.52,159.9,159.815,159.17
2018-02-08 14:30:00,1055091.0,159.17,160.12,159.5463,159.08
2018-02-08 14:45:00,996902.0,158.77,159.27,159.18,158.66
2018-02-08 15:00:00,1045672.0,158.92,159.34,158.77,158.47
2018-02-08 15:15:00,1398514.0,158.84,159.3829,158.9,158.4
2018-02-08 15:30:00,1307848.0,158.76,159.3,158.855,158.4
2018-02-08 15:45:00,2267578.0,158.02,159.04,158.77,157.355
2018-02-08 16:00:00,7492903.0,155.15,158.04,158.03,155.03
2018-02-09 09:30:00,908778.0,156.88,157.07,157.07,156.55
2018-02-09 09:45:00,3249863.0,157.13,157.8299,156.78,155.811
2018-02-09 10:00:00,1987243.0,157.28,157.67,157.13,156.6721
2018-02-09 10:15:00,1911780.0,157.27,157.65,157.3,156.73
2018-02-09 10:30:00,1820607.0,157.34,157.89,157.28,157.04
2018-02-09 10:45:00,1734044.0,156.04,157.4099,157.342,155.82
2018-02-09 11:00:00,3125494.0,155.96,156.4999,156.02,154.74
2018-02-09 11:15:00,1661491.0,155.605,156.48,155.9,155.52
2018-02-09 11:30:00,1861834.0,155.42,155.98,155.6125,154.91
2018-02-09 11:45:00,1074947.0,155.45,156.28,155.42,155.32
2018-02-09 12:00:00,1171503.0,154.9474,155.56,155.4399,154.86
2018-02-09 12:15:00,2064426.0,154.2099,155.35,154.9555,153.8
2018-02-09 12:30:00,1735050.0,153.76,154.88,154.2,153.59
2018-02-09 12:45:00,1774034.0,153.04,154.5,153.77,153.03
2018-02-09 13:00:00,2790456.0,153.9,154.17,153.03,151.47
2018-02-09 13:15:00,1423410.0,152.06,153.94,153.855,151.86
2018-02-09 13:30:00,2299620.0,151.3892,152.78,152.085,150.82
2018-02-09 13:45:00,1987775.0,150.6104,151.89,151.391,150.4
2018-02-09 14:00:00,2711072.0,151.74,152.5,150.6248,150.24
