date,5. volume,4. close,2. high,1. open,3. low
2018-02-14 09:30:00,4566.0,35.75,35.75,35.75,35.75
2018-02-14 09:45:00,29944.0,35.8,35.8,35.8,35.75
2018-02-14 10:00:00,28522.0,35.775,35.8,35.8,35.75
2018-02-14 10:15:00,29701.0,35.76,35.8,35.775,35.76
2018-02-14 10:30:00,16346.0,35.8,35.8,35.8,35.75
2018-02-14 10:45:00,74601.0,35.775,35.8,35.8,35.75
2018-02-14 11:00:00,131265.0,35.775,35.8,35.775,35.75
2018-02-14 11:15:00,43460.0,35.775,35.775,35.775,35.75
2018-02-14 11:30:00,9600.0,35.75,35.775,35.75,35.75
2018-02-14 11:45:00,24186.0,35.775,35.775,35.775,35.75
2018-02-14 12:00:00,7488.0,35.75,35.7999,35.775,35.75
2018-02-14 12:15:00,77001.0,35.775,35.8,35.775,35.75
2018-02-14 12:30:00,94402.0,35.8,35.8,35.775,35.75
2018-02-14 12:45:00,184632.0,35.8,35.8,35.775,35.75
2018-02-14 13:00:00,145042.0,35.775,35.8,35.8,35.75
2018-02-14 13:15:00,293241.0,35.775,35.8,35.775,35.75
2018-02-14 13:30:00,61420.0,35.775,35.8,35.8,35.75
2018-02-14 13:45:00,22849.0,35.775,35.8,35.775,35.75
2018-02-14 14:00:00,19160.0,35.775,35.8,35.775,35.75
2018-02-14 14:15:00,7281.0,35.775,35.8,35.775,35.75
2018-02-14 14:30:00,52459.0,35.775,35.8,35.775,35.75
2018-02-14 14:45:00,51142.0,35.8,35.8,35.775,35.775
2018-02-14 15:00:00,79821.0,35.775,35.8,35.775,35.75
2018-02-14 15:15:00,90395.0,35.775,35.8,35.75,35.75
2018-02-14 15:30:00,18328.0,35.775,35.8,35.775,35.75
2018-02-14 15:45:00,38706.0,35.775,35.775,35.775,35.75
2018-02-14 16:00:00,261231.0,35.75,35.8,35.775,35.75
2018-02-15 09:30:00,5645.0,35.8,35.8,35.8,35.8
2018-02-15 09:45:00,143551.0,35.8,35.85,35.8,35.775
2018-02-15 10:00:00,96154.0,35.8,35.825,35.8,35.775
2018-02-15 10:15:00,99063.0,35.775,35.825,35.8,35.75
2018-02-15 10:30:00,70398.0,35.775,35.8,35.775,35.75
2018-02-15 10:45:00,91286.0,35.75,35.775,35.775,35.75
2018-02-15 11:00:00,228740.0,35.75,35.8,35.75,35.75
2018-02-15 11:15:00,306778.0,35.775,35.8,35.75,35.75
2018-02-15 11:30:00,51037.0,35.75,35.7787,35.775,35.75
2018-02-15 11:45:00,54294.0,35.775,35.7889,35.75,35.75
2018-02-15 12:00:00,37980.0,35.775,35.775,35.775,35.75
2018-02-15 12:15:00,26287.0,35.775,35.775,35.775,35.75
2018-02-15 12:30:00,36800.0,35.775,35.775,35.775,35.75
2018-02-15 12:45:00,26123.0,35.775,35.775,35.775,35.75
2018-02-15 13:00:00,33463.0,35.75,35.775,35.775,35.75
2018-02-15 13:15:00,387614.0,35.75,35.8,35.75,35.725
2018-02-15 13:30:00,20823.0,35.775,35.775,35.75,35.75
2018-02-15 13:45:00,19670.0,35.75,35.775,35.775,35.75
2018-02-15 14:00:00,55824.0,35.775,35.775,35.75,35.75
2018-02-15 14:15:00,129880.0,35.75,35.775,35.775,35.75
2018-02-15 14:30:00,116853.0,35.75,35.775,35.75,35.75
2018-02-15 14:45:00,71673.0,35.775,35.775,35.75,35.75
2018-02-15 15:00:00,15216.0,35.775,35.775,35.75,35.75
2018-02-15 15:15:00,50577.0,35.75,35.775,35.775,35.75
2018-02-15 15:30:00,189307.0,35.725,35.75,35.75,35.7
2018-02-15 15:45:00,185503.0,35.75,35.75,35.725,35.7
2018-02-15 16:00:00,157838.0,35.75,35.8,35.75,35.725
2018-02-16 09:30:00,32127.0,35.75,35.75,35.75,35.75
2018-02-16 09:45:00,148548.0,35.775,35.8,35.8,35.75
2018-02-16 10:00:00,21140.0,35.775,35.8,35.775,35.75
2018-02-16 10:15:00,20460.0,35.775,35.8,35.775,35.75
2018-02-16 10:30:00,125093.0,35.8,35.85,35.775,35.75
2018-02-16 10:45:00,34955.0,35.825,35.85,35.825,35.8
2018-02-16 11:00:00,13052.0,35.825,35.825,35.825,35.8
2018-02-16 11:15:00,74451.0,35.825,35.831,35.825,35.8
2018-02-16 11:30:00,17052.0,35.8,35.825,35.825,35.8
2018-02-16 11:45:00,21909.0,35.8,35.85,35.8,35.8
2018-02-16 12:00:00,25187.0,35.825,35.85,35.8,35.8
2018-02-16 12:15:00,26127.0,35.825,35.85,35.85,35.8
2018-02-16 12:30:00,34145.0,35.85,35.85,35.85,35.8
2018-02-16 12:45:00,39046.0,35.8,35.85,35.85,35.8
2018-02-16 13:00:00,14417.0,35.8,35.85,35.8,35.8
2018-02-16 13:15:00,11248.0,35.825,35.825,35.825,35.8
2018-02-16 13:30:00,33359.0,35.85,35.85,35.825,35.8
2018-02-16 13:45:00,293377.0,35.875,35.925,35.825,35.825
2018-02-16 14:00:00,12110.0,35.875,35.9,35.85,35.85
2018-02-16 14:15:00,24723.0,35.9,35.9,35.875,35.85
2018-02-16 14:30:00,73001.0,35.85,35.9,35.875,35.85
2018-02-16 14:45:00,16062.0,35.875,35.9,35.85,35.85
2018-02-16 15:00:00,69074.0,35.875,35.9,35.85,35.85
2018-02-16 15:15:00,15349.0,35.9,35.9,35.875,35.875
2018-02-16 15:30:00,22281.0,35.875,35.9,35.875,35.85
2018-02-16 15:45:00,63053.0,35.875,35.9,35.9,35.875
2018-02-16 16:00:00,231692.0,35.9,35.95,35.9,35.87
2018-02-20 09:30:00,23329.0,35.875,35.875,35.85,35.85
2018-02-20 09:45:00,104693.0,35.85,35.9,35.85,35.8
2018-02-20 10:00:00,22201.0,35.85,35.85,35.825,35.8
2018-02-20 10:15:00,12969.0,35.85,35.85,35.85,35.819
2018-02-20 10:30:00,47687.0,35.85,35.85,35.85,35.8
2018-02-20 10:45:00,18254.0,35.85,35.85,35.85,35.825
2018-02-20 11:00:00,11180.0,35.825,35.85,35.825,35.8
2018-02-20 11:15:00,11754.0,35.85,35.85,35.85,35.825
2018-02-20 11:30:00,37046.0,35.85,35.85,35.85,35.8
2018-02-20 11:45:00,17708.0,35.85,35.85,35.825,35.8
2018-02-20 12:00:00,11900.0,35.85,35.85,35.85,35.825
2018-02-20 12:15:00,9455.0,35.85,35.85,35.85,35.8
2018-02-20 12:30:00,11374.0,35.85,35.85,35.825,35.8
2018-02-20 12:45:00,7534.0,35.825,35.85,35.85,35.825
2018-02-20 13:00:00,20647.0,35.825,35.85,35.825,35.825
2018-02-20 13:15:00,39815.0,35.825,35.85,35.85,35.8
2018-02-20 13:30:00,50585.0,35.825,35.85,35.825,35.8
2018-02-20 13:45:00,11858.0,35.825,35.85,35.825,35.8
2018-02-20 14:00:00,36756.0,35.85,35.85,35.825,35.8
2018-02-20 14:15:00,11334.0,35.85,35.85,35.85,35.825
2018-02-20 14:30:00,10105.0,35.85,35.85,35.85,35.825
2018-02-20 14:45:00,56145.0,35.875,35.875,35.825,35.805
2018-02-20 15:00:00,44312.0,35.85,35.875,35.875,35.825
2018-02-20 15:15:00,12395.0,35.825,35.85,35.85,35.81
2018-02-20 15:30:00,11500.0,35.825,35.85,35.825,35.825
2018-02-20 15:45:00,16795.0,35.825,35.85,35.825,35.825
2018-02-20 16:00:00,225721.0,35.8,35.85,35.825,35.8
2018-02-21 09:30:00,4369.0,35.85,35.85,35.85,35.85
2018-02-21 09:45:00,82863.0,35.875,35.875,35.85,35.85
2018-02-21 10:00:00,4400.0,35.85,35.875,35.875,35.85
2018-02-21 10:15:00,11379.0,35.85,35.875,35.855,35.85
2018-02-21 10:30:00,10012.0,35.85,35.9,35.875,35.85
2018-02-21 10:45:00,36684.0,35.875,35.9,35.875,35.85
2018-02-21 11:00:00,14059.0,35.9,35.9,35.875,35.85
2018-02-21 11:15:00,53276.0,35.9,35.9,35.9,35.875
2018-02-21 11:30:00,14386.0,35.875,35.9,35.9,35.85
2018-02-21 11:45:00,186169.0,35.85,35.9,35.9,35.825
2018-02-21 12:00:00,25847.0,35.85,35.85,35.85,35.825
2018-02-21 12:15:00,132628.0,35.85,35.85,35.85,35.8
2018-02-21 12:30:00,4280.0,35.85,35.85,35.825,35.825
2018-02-21 12:45:00,6021.0,35.825,35.85,35.85,35.819
2018-02-21 13:00:00,4220.0,35.85,35.85,35.825,35.825
2018-02-21 13:15:00,39900.0,35.8,35.85,35.85,35.8
2018-02-21 13:30:00,4922.0,35.825,35.825,35.8,35.8
2018-02-21 13:45:00,90956.0,35.825,35.825,35.8,35.8
2018-02-21 14:00:00,255974.0,35.825,35.825,35.8,35.75
2018-02-21 14:15:00,96311.0,35.825,35.8397,35.8,35.75
2018-02-21 14:30:00,8613.0,35.8,35.84,35.8,35.8
2018-02-21 14:45:00,5576.0,35.825,35.825,35.825,35.8
