date,5. volume,4. close,2. high,1. open,3. low
2018-02-07 09:30:00,4514.0,35.85,35.85,35.85,35.85
2018-02-07 09:45:00,159303.0,35.825,35.85,35.85,35.8
2018-02-07 10:00:00,389973.0,35.825,35.85,35.825,35.75
2018-02-07 10:15:00,27508.0,35.825,35.85,35.8,35.8
2018-02-07 10:30:00,14743.0,35.825,35.85,35.825,35.8
2018-02-07 10:45:00,5623.0,35.8,35.825,35.8,35.8
2018-02-07 11:00:00,193040.0,35.875,35.9,35.825,35.8
2018-02-07 11:15:00,41091.0,35.875,35.9,35.85,35.85
2018-02-07 11:30:00,10795.0,35.875,35.9,35.9,35.85
2018-02-07 11:45:00,9463.0,35.9,35.9,35.875,35.85
2018-02-07 12:00:00,38377.0,35.85,35.9,35.875,35.85
2018-02-07 12:15:00,10100.0,35.875,35.875,35.875,35.85
2018-02-07 12:30:00,10395.0,35.875,35.875,35.875,35.85
2018-02-07 12:45:00,41903.0,35.875,35.9,35.875,35.85
2018-02-07 13:00:00,17103.0,35.85,35.875,35.875,35.85
2018-02-07 13:15:00,25038.0,35.85,35.875,35.875,35.85
2018-02-07 13:30:00,98390.0,35.85,35.885,35.85,35.85
2018-02-07 13:45:00,14400.0,35.875,35.875,35.85,35.85
2018-02-07 14:00:00,33613.0,35.875,35.9,35.875,35.85
2018-02-07 14:15:00,18570.0,35.9,35.9,35.875,35.85
2018-02-07 14:30:00,22547.0,35.85,35.9,35.875,35.85
2018-02-07 14:45:00,15931.0,35.85,35.9,35.875,35.85
2018-02-07 15:00:00,24763.0,35.85,35.8838,35.85,35.85
2018-02-07 15:15:00,37573.0,35.875,35.875,35.85,35.85
2018-02-07 15:30:00,136456.0,35.85,35.875,35.85,35.825
2018-02-07 15:45:00,80056.0,35.85,35.9,35.85,35.85
2018-02-07 16:00:00,223176.0,35.9,35.9,35.85,35.85
2018-02-08 09:30:00,7192.0,35.85,35.85,35.85,35.85
2018-02-08 09:45:00,67616.0,35.85,35.9,35.875,35.8
2018-02-08 10:00:00,39718.0,35.879,35.879,35.825,35.8
2018-02-08 10:15:00,57209.0,35.825,35.8764,35.85,35.825
2018-02-08 10:30:00,9466.0,35.825,35.85,35.85,35.825
2018-02-08 10:45:00,15251.0,35.85,35.85,35.85,35.825
2018-02-08 11:00:00,25441.0,35.85,35.85,35.85,35.825
2018-02-08 11:15:00,15208.0,35.85,35.85,35.85,35.825
2018-02-08 11:30:00,63635.0,35.85,35.85,35.85,35.825
2018-02-08 11:45:00,20612.0,35.85,35.85,35.85,35.8
2018-02-08 12:00:00,85204.0,35.875,35.875,35.85,35.825
2018-02-08 12:15:00,23005.0,35.85,35.875,35.85,35.85
2018-02-08 12:30:00,11016.0,35.85,35.875,35.85,35.85
2018-02-08 12:45:00,122895.0,35.85,35.9,35.85,35.85
2018-02-08 13:00:00,161992.0,35.9,35.9,35.85,35.85
2018-02-08 13:15:00,21261.0,35.85,35.9,35.875,35.85
2018-02-08 13:30:00,56690.0,35.85,35.875,35.85,35.85
2018-02-08 13:45:00,32042.0,35.9,35.9,35.85,35.85
2018-02-08 14:00:00,210991.0,35.875,35.9,35.875,35.85
2018-02-08 14:15:00,132388.0,35.85,35.9,35.875,35.85
2018-02-08 14:30:00,6961.0,35.85,35.875,35.85,35.85
2018-02-08 14:45:00,10932.0,35.85,35.875,35.85,35.85
2018-02-08 15:00:00,157880.0,35.85,35.9,35.85,35.8
